FIPS,State,"County, State",2018 Food Insecurity Rate
53059,WA,"Skamania County, Washington",12.4%
53061,WA,"Snohomish County, Washington",9.3%
53063,WA,"Spokane County, Washington",13.0%
53065,WA,"Stevens County, Washington",14.8%
53067,WA,"Thurston County, Washington",11.3%
53069,WA,"Wahkiakum County, Washington",12.6%
53071,WA,"Walla Walla County, Washington",11.7%
53073,WA,"Whatcom County, Washington",11.8%
53075,WA,"Whitman County, Washington",13.4%
53077,WA,"Yakima County, Washington",12.5%
54001,WV,"Barbour County, West Virginia",15.0%
54003,WV,"Berkeley County, West Virginia",10.2%
54005,WV,"Boone County, West Virginia",17.7%
54007,WV,"Braxton County, West Virginia",15.3%
54009,WV,"Brooke County, West Virginia",11.8%
54011,WV,"Cabell County, West Virginia",14.8%
54013,WV,"Calhoun County, West Virginia",17.4%
54015,WV,"Clay County, West Virginia",19.6%
54017,WV,"Doddridge County, West Virginia",11.6%
54019,WV,"Fayette County, West Virginia",15.8%
54021,WV,"Gilmer County, West Virginia",13.4%
54023,WV,"Grant County, West Virginia",11.7%
54025,WV,"Greenbrier County, West Virginia",14.0%
54027,WV,"Hampshire County, West Virginia",15.0%
54029,WV,"Hancock County, West Virginia",12.0%
54031,WV,"Hardy County, West Virginia",10.9%
54033,WV,"Harrison County, West Virginia",12.4%
54035,WV,"Jackson County, West Virginia",11.6%
54037,WV,"Jefferson County, West Virginia",8.2%
54039,WV,"Kanawha County, West Virginia",13.2%
54041,WV,"Lewis County, West Virginia",14.8%
54043,WV,"Lincoln County, West Virginia",17.9%
54045,WV,"Logan County, West Virginia",18.0%
54047,WV,"McDowell County, West Virginia",22.5%
54049,WV,"Marion County, West Virginia",12.5%
54051,WV,"Marshall County, West Virginia",12.4%
54053,WV,"Mason County, West Virginia",14.1%
54055,WV,"Mercer County, West Virginia",16.3%
54057,WV,"Mineral County, West Virginia",13.0%
54059,WV,"Mingo County, West Virginia",20.2%
54061,WV,"Monongalia County, West Virginia",11.2%
54063,WV,"Monroe County, West Virginia",13.9%
54065,WV,"Morgan County, West Virginia",9.0%
54067,WV,"Nicholas County, West Virginia",13.9%
54069,WV,"Ohio County, West Virginia",11.3%
54071,WV,"Pendleton County, West Virginia",12.0%
54073,WV,"Pleasants County, West Virginia",12.8%
54075,WV,"Pocahontas County, West Virginia",14.3%
54077,WV,"Preston County, West Virginia",11.8%
54079,WV,"Putnam County, West Virginia",8.6%
54081,WV,"Raleigh County, West Virginia",14.1%
54083,WV,"Randolph County, West Virginia",13.6%
54085,WV,"Ritchie County, West Virginia",12.9%
54087,WV,"Roane County, West Virginia",17.1%
54089,WV,"Summers County, West Virginia",17.2%
54091,WV,"Taylor County, West Virginia",12.7%
54093,WV,"Tucker County, West Virginia",12.5%
54095,WV,"Tyler County, West Virginia",13.3%
54097,WV,"Upshur County, West Virginia",13.2%
54099,WV,"Wayne County, West Virginia",16.6%
54101,WV,"Webster County, West Virginia",17.2%
54103,WV,"Wetzel County, West Virginia",15.4%
54105,WV,"Wirt County, West Virginia",15.4%
54107,WV,"Wood County, West Virginia",13.2%
54109,WV,"Wyoming County, West Virginia",18.2%
55001,WI,"Adams County, Wisconsin",12.2%
55003,WI,"Ashland County, Wisconsin",11.7%
55005,WI,"Barron County, Wisconsin",9.4%
55007,WI,"Bayfield County, Wisconsin",10.2%
55009,WI,"Brown County, Wisconsin",8.0%
55011,WI,"Buffalo County, Wisconsin",8.0%
55013,WI,"Burnett County, Wisconsin",10.7%
55015,WI,"Calumet County, Wisconsin",5.5%
55017,WI,"Chippewa County, Wisconsin",8.9%
55019,WI,"Clark County, Wisconsin",8.5%
55021,WI,"Columbia County, Wisconsin",7.2%
55023,WI,"Crawford County, Wisconsin",10.2%
55025,WI,"Dane County, Wisconsin",7.4%
55027,WI,"Dodge County, Wisconsin",7.7%
55029,WI,"Door County, Wisconsin",8.2%
55031,WI,"Douglas County, Wisconsin",10.4%
55033,WI,"Dunn County, Wisconsin",8.7%
55035,WI,"Eau Claire County, Wisconsin",8.9%
55037,WI,"Florence County, Wisconsin",10.1%
55039,WI,"Fond du Lac County, Wisconsin",7.6%
55041,WI,"Forest County, Wisconsin",12.0%
55043,WI,"Grant County, Wisconsin",8.6%
55045,WI,"Green County, Wisconsin",7.2%
55047,WI,"Green Lake County, Wisconsin",8.7%
55049,WI,"Iowa County, Wisconsin",7.4%
55051,WI,"Iron County, Wisconsin",12.4%
55053,WI,"Jackson County, Wisconsin",9.2%
55055,WI,"Jefferson County, Wisconsin",7.6%
55057,WI,"Juneau County, Wisconsin",10.5%
55059,WI,"Kenosha County, Wisconsin",9.5%
55061,WI,"Kewaunee County, Wisconsin",7.4%
55063,WI,"La Crosse County, Wisconsin",8.4%
55065,WI,"Lafayette County, Wisconsin",7.8%
55067,WI,"Langlade County, Wisconsin",11.2%
55069,WI,"Lincoln County, Wisconsin",8.3%
55071,WI,"Manitowoc County, Wisconsin",8.4%
55073,WI,"Marathon County, Wisconsin",7.8%
55075,WI,"Marinette County, Wisconsin",10.9%
55077,WI,"Marquette County, Wisconsin",9.5%
55078,WI,"Menominee County, Wisconsin",17.5%
55079,WI,"Milwaukee County, Wisconsin",12.6%
55081,WI,"Monroe County, Wisconsin",9.4%
55083,WI,"Oconto County, Wisconsin",8.1%
55085,WI,"Oneida County, Wisconsin",8.1%
55087,WI,"Outagamie County, Wisconsin",7.4%
55089,WI,"Ozaukee County, Wisconsin",5.3%
55091,WI,"Pepin County, Wisconsin",8.8%
55093,WI,"Pierce County, Wisconsin",7.1%
55095,WI,"Polk County, Wisconsin",8.7%
55097,WI,"Portage County, Wisconsin",8.1%
55099,WI,"Price County, Wisconsin",9.8%
55101,WI,"Racine County, Wisconsin",9.2%
55103,WI,"Richland County, Wisconsin",9.3%
55105,WI,"Rock County, Wisconsin",9.9%
55107,WI,"Rusk County, Wisconsin",11.1%
55109,WI,"St. Croix County, Wisconsin",5.5%
55111,WI,"Sauk County, Wisconsin",8.4%
55113,WI,"Sawyer County, Wisconsin",11.6%
55115,WI,"Shawano County, Wisconsin",8.2%
55117,WI,"Sheboygan County, Wisconsin",7.0%
55119,WI,"Taylor County, Wisconsin",8.2%
55121,WI,"Trempealeau County, Wisconsin",7.3%
55123,WI,"Vernon County, Wisconsin",9.9%
55125,WI,"Vilas County, Wisconsin",10.7%
55127,WI,"Walworth County, Wisconsin",7.9%
55129,WI,"Washburn County, Wisconsin",10.4%
55131,WI,"Washington County, Wisconsin",5.7%
55133,WI,"Waukesha County, Wisconsin",5.5%
55135,WI,"Waupaca County, Wisconsin",8.8%
55137,WI,"Waushara County, Wisconsin",9.0%
55139,WI,"Winnebago County, Wisconsin",8.5%
55141,WI,"Wood County, Wisconsin",9.1%
56001,WY,"Albany County, Wyoming",12.9%
56003,WY,"Big Horn County, Wyoming",13.4%
56005,WY,"Campbell County, Wyoming",11.3%
56007,WY,"Carbon County, Wyoming",12.2%
56009,WY,"Converse County, Wyoming",12.0%
56011,WY,"Crook County, Wyoming",9.5%
56013,WY,"Fremont County, Wyoming",14.2%
56015,WY,"Goshen County, Wyoming",12.1%
56017,WY,"Hot Springs County, Wyoming",13.5%
56019,WY,"Johnson County, Wyoming",13.1%
56021,WY,"Laramie County, Wyoming",11.7%
56023,WY,"Lincoln County, Wyoming",11.1%
56025,WY,"Natrona County, Wyoming",12.7%
56027,WY,"Niobrara County, Wyoming",14.3%
56029,WY,"Park County, Wyoming",11.5%
56031,WY,"Platte County, Wyoming",13.0%
56033,WY,"Sheridan County, Wyoming",11.3%
56035,WY,"Sublette County, Wyoming",10.8%
56037,WY,"Sweetwater County, Wyoming",11.7%
56039,WY,"Teton County, Wyoming",9.5%
56041,WY,"Uinta County, Wyoming",13.5%
56043,WY,"Washakie County, Wyoming",12.6%
56045,WY,"Weston County, Wyoming",14.0%
